Timestamp,Price
2026-01-19 12:58:39,93001
2026-01-19 12:59:54,92997
2026-01-19 13:00:05,92997
2026-01-19 13:00:15,92997
2026-01-19 13:00:26,92997
2026-01-19 13:01:41,93001
2026-01-19 13:01:52,93001
2026-01-19 13:02:02,93001
2026-01-19 13:02:13,93001
2026-01-19 13:03:27,92980
2026-01-19 13:03:38,92980
2026-01-19 13:03:48,92961
2026-01-19 13:05:04,92942
2026-01-19 13:05:14,92942
2026-01-19 13:05:25,92942
2026-01-19 13:06:40,92940
2026-01-19 13:06:51,92937
2026-01-19 13:07:01,92937
2026-01-19 13:07:12,92937
2026-01-19 13:08:27,92950
2026-01-19 13:08:37,92950
2026-01-19 13:08:48,92949
2026-01-19 13:10:05,92948
2026-01-19 13:10:15,92948
2026-01-19 13:10:26,92948
2026-01-19 13:11:42,92956
2026-01-19 13:11:53,92966
2026-01-19 13:12:04,92966
2026-01-19 13:12:15,92966
2026-01-19 13:13:31,92945
2026-01-19 13:13:42,92945
2026-01-19 13:13:53,92939
2026-01-19 13:14:03,92939
2026-01-19 13:15:19,92938
2026-01-19 13:15:30,92938
2026-01-19 13:15:41,92938
2026-01-19 13:16:56,92966
2026-01-19 13:17:07,92966
2026-01-19 13:17:18,92966
2026-01-19 13:17:29,92966
2026-01-19 13:18:45,92979
2026-01-19 13:18:56,93001
2026-01-19 13:19:07,93001
2026-01-19 13:19:18,93001
2026-01-19 13:20:35,92999
2026-01-19 13:20:46,92999
2026-01-19 13:20:57,92986
2026-01-19 13:21:08,92986
2026-01-19 13:22:22,92954
2026-01-19 13:22:33,92954
2026-01-19 13:22:43,92954
2026-01-19 13:23:58,93022
2026-01-19 13:24:08,93022
2026-01-19 13:24:19,93022
2026-01-19 13:24:30,93022
2026-01-19 13:25:45,93035
2026-01-19 13:25:56,93047
2026-01-19 13:26:06,93047
2026-01-19 13:27:21,93057
2026-01-19 13:27:32,93057
2026-01-19 13:27:42,93057
2026-01-19 13:28:57,93061
2026-01-19 13:29:08,93061
2026-01-19 13:29:18,93061
2026-01-19 13:30:33,93060
2026-01-19 13:30:43,93060
2026-01-19 13:30:54,93066
2026-01-19 13:32:08,93072
2026-01-19 13:32:19,93072
2026-01-19 13:32:29,93072
2026-01-19 13:33:44,93056
2026-01-19 13:33:55,93074
2026-01-19 13:34:05,93074
2026-01-19 13:34:16,93074
2026-01-19 13:35:31,93063
2026-01-19 13:35:42,93063
2026-01-19 13:35:53,93057
2026-01-19 13:36:03,93057
2026-01-19 13:37:18,93069
2026-01-19 13:37:28,93069
2026-01-19 13:37:39,93069
2026-01-19 13:38:54,93125
2026-01-19 13:39:05,93125
2026-01-19 13:39:15,93125
2026-01-19 13:39:26,93125
2026-01-19 13:40:41,93148
2026-01-19 13:40:52,93170
2026-01-19 13:41:02,93170
2026-01-19 13:41:13,93170
2026-01-19 13:42:27,93200
2026-01-19 13:42:38,93200
2026-01-19 13:42:48,93200
2026-01-19 13:44:03,93172
2026-01-19 13:44:13,93172
2026-01-19 13:44:24,93172
2026-01-19 13:45:39,93168
2026-01-19 13:45:49,93168
2026-01-19 13:46:00,93170
2026-01-19 13:46:11,93170
2026-01-19 13:47:26,93201
2026-01-19 13:47:36,93201
2026-01-19 13:47:47,93201
2026-01-19 13:49:02,93189
2026-01-19 13:49:13,93189
2026-01-19 13:49:23,93189
2026-01-19 13:50:38,93168
2026-01-19 13:50:48,93168
2026-01-19 13:50:59,93163
2026-01-19 13:51:10,93163
2026-01-19 13:52:25,93156
2026-01-19 13:52:36,93156
2026-01-19 13:52:46,93156
2026-01-19 13:54:01,93136
2026-01-19 13:54:12,93136
2026-01-19 13:54:22,93136
2026-01-19 13:55:37,93128
2026-01-19 13:55:47,93128
2026-01-19 13:55:58,93128
2026-01-19 13:56:09,93128
2026-01-19 13:57:23,93128
2026-01-19 13:57:34,93128
2026-01-19 13:57:44,93128
2026-01-19 13:59:00,93134
2026-01-19 13:59:10,93134
2026-01-19 13:59:21,93134
2026-01-19 14:00:36,93126
2026-01-19 14:00:46,93126
2026-01-19 14:00:57,93126
2026-01-19 14:01:07,93126
2026-01-19 14:02:22,93108
2026-01-19 14:02:32,93108
2026-01-19 14:02:43,93108
2026-01-19 14:03:57,93033
2026-01-19 14:04:08,93033
2026-01-19 14:04:18,93033
2026-01-19 14:04:29,93033
2026-01-19 14:05:44,93014
2026-01-19 14:05:55,92993
2026-01-19 14:06:05,92993
2026-01-19 14:06:16,92993
2026-01-19 14:07:31,92997
2026-01-19 14:07:41,92997
2026-01-19 14:07:52,93014
2026-01-19 14:08:03,93014
2026-01-19 14:09:18,93037
2026-01-19 14:09:28,93037
2026-01-19 14:09:39,93037
2026-01-19 14:10:54,93043
2026-01-19 14:11:04,93043
2026-01-19 14:11:15,93043
2026-01-19 14:11:26,93043
2026-01-19 14:12:40,93049
2026-01-19 14:12:50,93049
2026-01-19 14:13:01,93023
2026-01-19 14:13:12,93023
2026-01-19 14:14:26,93008
2026-01-19 14:14:37,93008
2026-01-19 14:14:48,93008
2026-01-19 14:16:03,92999
2026-01-19 14:16:13,92999
2026-01-19 14:16:24,92999
2026-01-19 14:17:39,93002
2026-01-19 14:17:49,93002
2026-01-19 14:18:00,93019
2026-01-19 14:18:11,93019
2026-01-19 14:19:24,93034
2026-01-19 14:19:35,93034
2026-01-19 14:19:46,93034
2026-01-19 14:21:00,93049
2026-01-19 14:21:11,93049
2026-01-19 14:21:22,93049
2026-01-19 14:22:36,93063
2026-01-19 14:22:47,93063
2026-01-19 14:22:57,93053
2026-01-19 14:23:08,93053
2026-01-19 14:24:24,93050
2026-01-19 14:24:35,93050
2026-01-19 14:24:46,93050
2026-01-19 14:26:03,93042
2026-01-19 14:26:14,93042
2026-01-19 14:26:25,93042
2026-01-19 14:27:44,93036
2026-01-19 14:27:55,93035
2026-01-19 14:28:06,93035
2026-01-19 14:28:17,93035
2026-01-19 14:29:34,92983
2026-01-19 14:29:45,92983
2026-01-19 14:29:56,92973
2026-01-19 14:30:07,92973
2026-01-19 14:31:24,92970
2026-01-19 14:31:35,92970
2026-01-19 14:31:46,92970
2026-01-19 14:33:03,93058
2026-01-19 14:33:14,93058
2026-01-19 14:33:25,93058
2026-01-19 14:34:42,93069
2026-01-19 14:34:54,93089
2026-01-19 14:35:05,93089
2026-01-19 14:35:16,93089
2026-01-19 21:23:30,93061
2026-01-19 21:23:41,93061
2026-01-19 21:23:51,93061
2026-01-19 21:24:02,93061
2026-01-19 21:25:16,93048
2026-01-19 21:25:27,93044
2026-01-19 21:25:38,93044
